trip_id,driver_id,rider_id,city,pickup_lat,pickup_lng,drop_lat,drop_lng,distance_km,fare_amount,status,payment_method,pickup_time,drop_time
9602,8963,76034,Seattle,38.54728345030023,-99.78272950151387,38.57667533186519,-99.81557216187252,5.59,9.89,Completed,Cash,2023-01-07 16:01:00,2023-01-07 16:17:46.200000000
9603,6249,52600,Chicago,40.686332315660074,-112.77456862757899,40.66346363141111,-112.74646671926014,5.11,15.09,Completed,Wallet,2023-01-07 16:02:00,2023-01-07 16:17:19.800000000
9604,5615,71593,Seattle,40.149448430973834,-114.5714201882657,40.180200868757694,-114.53272388336924,9.56,24.68,Completed,Card,2023-01-07 16:03:00,2023-01-07 16:31:40.800000000
9605,9916,43837,Los Angeles,37.129325866525015,-111.61501464455455,37.10181056373347,-111.64629600267808,5.38,13.26,Completed,UPI,2023-01-07 16:04:00,2023-01-07 16:20:08.400000000
9606,7766,30660,San Francisco,38.7998465897962,-98.972061134964,38.836486131729316,-99.0001358596009,10.43,20.54,Completed,UPI,2023-01-07 16:05:00,2023-01-07 16:36:17.400000000
9607,1802,52555,Seattle,37.97973138308178,-99.2035056566789,38.01919555674671,-99.16061931348752,6.62,13.58,Completed,Card,2023-01-07 16:06:00,2023-01-07 16:25:51.600000000
9608,3582,54787,Seattle,39.32958233452744,-100.51993687588316,39.29887265744821,-100.52665102066118,8.91,18.89,Completed,Wallet,2023-01-07 16:07:00,2023-01-07 16:33:43.800000000
9609,7445,18538,Boston,38.27856801492156,-77.17004008812842,38.27243172082476,-77.20279743080026,3.6,11.58,Completed,Cash,2023-01-07 16:08:00,2023-01-07 16:18:48.000000000
9610,4837,85950,Los Angeles,38.93357330670554,-100.91819683629464,38.957858189817614,-100.95562690017849,7.54,14.34,No-Show,Cash,2023-01-07 16:09:00,2023-01-07 16:31:37.200000000
9611,9718,27212,San Francisco,38.49343778301772,-113.25207272083202,38.483774075844885,-113.21123714579629,6.59,17.6,Completed,Wallet,2023-01-07 16:10:00,2023-01-07 16:29:46.200000000
9612,2665,68973,Los Angeles,37.144830475043996,-119.72363821341435,37.10379156380284,-119.72223515299935,3.43,9.79,Completed,Cash,2023-01-07 16:11:00,2023-01-07 16:21:17.400000000
9613,9651,70545,Boston,38.1787778400689,-80.17914755556934,38.200709193680275,-80.13719920803021,10.3,24.58,Completed,UPI,2023-01-07 16:12:00,2023-01-07 16:42:54.000000000
9614,7975,28070,Chicago,39.72894005057101,-85.10516664860293,39.778445220544036,-85.1341258629842,1.72,7.42,Completed,Cash,2023-01-07 16:13:00,2023-01-07 16:18:09.600000000
9615,3552,24134,San Francisco,40.32721664964727,-93.99584228220598,40.364555728646245,-94.02650876222305,9.87,19.3,Completed,UPI,2023-01-07 16:14:00,2023-01-07 16:43:36.600000000
9616,8475,12698,Seattle,40.20169814540554,-112.97088882241798,40.16137547091794,-113.00424363724652,10.5,30.62,Completed,Cash,2023-01-07 16:15:00,2023-01-07 16:46:30.000000000
9617,3808,65203,Seattle,38.00200241713276,-94.18044766032281,37.96413951377236,-94.15933339973253,0.94,6.84,Completed,UPI,2023-01-07 16:16:00,2023-01-07 16:18:49.200000000
9618,6633,33011,Los Angeles,40.25280965693305,-106.18515542086097,40.21027593613347,-106.13901455099165,10.17,26.91,Cancelled,Cash,2023-01-07 16:17:00,2023-01-07 16:47:30.600000000
9619,7096,40478,Chicago,40.30506792529613,-103.41909266872955,40.35305834435345,-103.37716224044578,6.71,15.66,Cancelled,Wallet,2023-01-07 16:18:00,2023-01-07 16:38:07.800000000
9620,9823,59775,New York,39.10100950737836,-103.13390014619637,39.09541023281683,-103.17828145657899,8.06,13.93,Completed,Card,2023-01-07 16:19:00,2023-01-07 16:43:10.800000000
9621,3456,48589,Boston,38.30305285402279,-80.85229073017396,38.30827283510979,-80.87042818875234,3.32,10.15,Completed,Wallet,2023-01-07 16:20:00,2023-01-07 16:29:57.600000000
9622,6423,55014,Boston,40.273514017161986,-85.61810342814204,40.29237679360989,-85.6183873357132,4.69,10.91,Cancelled,UPI,2023-01-07 16:21:00,2023-01-07 16:35:04.200000000
9623,5317,97682,Seattle,37.41811811120189,-121.50112817527769,37.4023439961416,-121.51992961423561,14.12,26.58,Completed,Wallet,2023-01-07 16:22:00,2023-01-07 17:04:21.600000000
9624,2556,87832,Chicago,40.824305292517145,-96.34689152458114,40.78614045090769,-96.32209589596725,4.91,8.23,Completed,Wallet,2023-01-07 16:23:00,2023-01-07 16:37:43.800000000
9625,3205,63756,Chicago,38.33967645185821,-82.66725277308795,38.30937073511278,-82.69636823431203,6.58,16.84,Completed,Cash,2023-01-07 16:24:00,2023-01-07 16:43:44.400000000
9626,4955,63791,San Francisco,37.52612706848785,-120.57663196338815,37.56174479623119,-120.60945684887551,4.12,8.48,Completed,Card,2023-01-07 16:25:00,2023-01-07 16:37:21.600000000
9627,7805,53820,Seattle,39.97406507963959,-120.86262486876751,40.00483318099723,-120.8312235676491,7.32,20.29,Completed,UPI,2023-01-07 16:26:00,2023-01-07 16:47:57.600000000
9628,1404,46958,Los Angeles,38.76654287488395,-86.20854207015091,38.71724873631247,-86.1923231140693,9.18,22.97,No-Show,Wallet,2023-01-07 16:27:00,2023-01-07 16:54:32.400000000
9629,2620,41416,New York,39.09855052553494,-110.26469998378593,39.1177622325006,-110.25561863438685,10.91,22.81,Completed,Wallet,2023-01-07 16:28:00,2023-01-07 17:00:43.800000000
9630,3952,52260,Seattle,37.16085670053612,-119.773742664502,37.17046136261065,-119.8003897845234,6.47,13.22,Completed,Wallet,2023-01-07 16:29:00,2023-01-07 16:48:24.600000000
9631,9080,32038,San Francisco,38.258363610533564,-88.67042873457409,38.234213861467346,-88.71397069645818,1.14,4.71,Completed,UPI,2023-01-07 16:30:00,2023-01-07 16:33:25.200000000
9632,4118,47836,San Francisco,37.8856053555579,-92.8603489795585,37.91601217840437,-92.83103254356932,8.47,25.73,Completed,Wallet,2023-01-07 16:31:00,2023-01-07 16:56:24.600000000
9633,8380,62184,New York,38.657786596779445,-118.63762801031481,38.68915917452432,-118.63109028570382,7.08,22.07,Completed,UPI,2023-01-07 16:32:00,2023-01-07 16:53:14.400000000
9634,7630,46980,Seattle,37.30797433341741,-95.5944754010782,37.353652244518855,-95.57490798999437,1.26,7.48,Completed,Cash,2023-01-07 16:33:00,2023-01-07 16:36:46.800000000
9635,1565,93399,Boston,37.95701711003349,-79.32526859837184,37.99893053223697,-79.33185891191636,8.1,23.16,Completed,Wallet,2023-01-07 16:34:00,2023-01-07 16:58:18.000000000
9636,5799,64301,San Francisco,37.708871088224896,-115.9554164150044,37.75131284892424,-115.90961663277832,7.53,18.78,Completed,Cash,2023-01-07 16:35:00,2023-01-07 16:57:35.400000000
9637,8670,94292,Seattle,38.1756978681694,-117.32879103863318,38.17462831310098,-117.29756475975447,6.13,11.01,Completed,Card,2023-01-07 16:36:00,2023-01-07 16:54:23.400000000
9638,3868,93863,Boston,38.92416905001779,-111.89296586020082,38.94398173296298,-111.84730585886082,5.68,12.48,No-Show,UPI,2023-01-07 16:37:00,2023-01-07 16:54:02.400000000
9639,9776,31458,Los Angeles,40.836749285764114,-75.35553902863595,40.866353760987835,-75.30560333782844,5.23,13.15,Completed,Card,2023-01-07 16:38:00,2023-01-07 16:53:41.400000000
9640,5327,63055,Chicago,38.96993344074291,-100.10747288640815,39.01418607286188,-100.08680053983575,0.39,1.77,Completed,Wallet,2023-01-07 16:39:00,2023-01-07 16:40:10.200000000
9641,7413,76978,Los Angeles,40.81303346069435,-75.14832846832054,40.82112052252607,-75.10191928010664,8.04,17.49,Completed,Cash,2023-01-07 16:40:00,2023-01-07 17:04:07.200000000
9642,8614,47670,Chicago,38.661580180389834,-86.8120170201139,38.636618401304595,-86.7723409456951,5.53,17.05,Completed,Wallet,2023-01-07 16:41:00,2023-01-07 16:57:35.400000000
9643,2245,87622,San Francisco,37.25652215292007,-95.93454411867428,37.30588896103967,-95.8975161453743,11.1,21.34,Completed,Card,2023-01-07 16:42:00,2023-01-07 17:15:18.000000000
9644,9243,58573,Chicago,37.84103651266013,-91.18100136094154,37.88453114694935,-91.13846367572302,6.99,19.1,Completed,Card,2023-01-07 16:43:00,2023-01-07 17:03:58.200000000
9645,1537,43318,New York,38.550928725194794,-73.71520522136373,38.51185758372216,-73.68138510023388,7.77,20.51,Completed,Wallet,2023-01-07 16:44:00,2023-01-07 17:07:18.600000000
9646,1540,20643,New York,40.90918950566096,-118.29962435681605,40.871753287410094,-118.27326058731298,10.32,17.51,No-Show,Cash,2023-01-07 16:45:00,2023-01-07 17:15:57.600000000
9647,1814,20382,Los Angeles,40.23909301431274,-108.60269375358625,40.28592869063335,-108.58922158629883,4.71,8.64,Completed,Wallet,2023-01-07 16:46:00,2023-01-07 17:00:07.800000000
9648,2415,94681,New York,37.28030097896517,-74.15464861213934,37.29609945851345,-74.16139435388186,2.09,6.39,No-Show,Wallet,2023-01-07 16:47:00,2023-01-07 16:53:16.200000000
9649,2652,23204,Los Angeles,37.694495288219215,-92.74736759615169,37.68512967295457,-92.75852766583436,3.19,6.72,Completed,UPI,2023-01-07 16:48:00,2023-01-07 16:57:34.199999999
9650,5062,38878,Boston,39.342325757402854,-92.66276264765605,39.38553379351126,-92.63175910864827,10.64,14.85,Cancelled,Card,2023-01-07 16:49:00,2023-01-07 17:20:55.200000000
9651,3356,86321,Boston,40.85084007403991,-89.82488307683987,40.80455534790623,-89.8398779048489,7.52,19.3,Completed,UPI,2023-01-07 16:50:00,2023-01-07 17:12:33.600000000
9652,4810,34354,Los Angeles,38.6390421516125,-76.69561983097174,38.639071437254906,-76.67269643302038,12.61,23.43,Completed,Card,2023-01-07 16:51:00,2023-01-07 17:28:49.800000000
9653,1185,97300,Los Angeles,40.327506307596835,-81.04476989721022,40.342284338169954,-80.99546699120616,8.08,15.68,Completed,Wallet,2023-01-07 16:52:00,2023-01-07 17:16:14.400000000
9654,2551,76642,Los Angeles,38.305921441255975,-104.08033042262235,38.25673324783141,-104.03965477843856,2.97,8.37,Completed,Wallet,2023-01-07 16:53:00,2023-01-07 17:01:54.600000000
9655,8013,58948,Seattle,37.778652489567726,-118.45920645294699,37.75557893383404,-118.48240794765151,9.98,28.58,Completed,UPI,2023-01-07 16:54:00,2023-01-07 17:23:56.400000000
9656,1761,26109,Seattle,38.27599807075632,-80.0252347940773,38.28751414568981,-80.0688022085282,3.9,9.95,Completed,Wallet,2023-01-07 16:55:00,2023-01-07 17:06:42.000000000
9657,7163,28603,Chicago,39.481765048333166,-119.28879730749418,39.43278314144893,-119.30318060550898,8.76,14.74,Completed,UPI,2023-01-07 16:56:00,2023-01-07 17:22:16.800000000
9658,8635,26745,Seattle,39.36506513397444,-85.0584397656834,39.40605003063789,-85.0197994490561,7.9,19.71,Completed,Wallet,2023-01-07 16:57:00,2023-01-07 17:20:42.000000000
9659,4281,52723,Seattle,38.78768791028842,-79.46733997600737,38.82561743796494,-79.44557647208453,2.96,8.15,Completed,Card,2023-01-07 16:58:00,2023-01-07 17:06:52.800000000
9660,2536,98337,New York,39.75335939797869,-106.02089868977792,39.78992066402403,-106.00744295161337,7.49,11.86,Completed,UPI,2023-01-07 16:59:00,2023-01-07 17:21:28.200000000
9661,7201,73237,Chicago,37.95103687820638,-120.85180814068148,37.901054221073665,-120.80893026012008,6.34,12.41,Completed,Wallet,2023-01-07 17:00:00,2023-01-07 17:19:01.200000000
9662,4164,96515,Chicago,37.32307643792655,-85.05574527508671,37.32405177664569,-85.02863150792837,1.1,3.54,Completed,UPI,2023-01-07 17:01:00,2023-01-07 17:04:18.000000000
9663,3770,22419,Chicago,39.46022283149046,-119.66862042714207,39.495729484316165,-119.69458374579119,5.43,12.27,Completed,Card,2023-01-07 17:02:00,2023-01-07 17:18:17.400000000
9664,8399,99540,Boston,37.5583246528146,-78.38396885874712,37.57375344857212,-78.38052795523663,6.09,17.93,No-Show,Cash,2023-01-07 17:03:00,2023-01-07 17:21:16.200000000
9665,4845,78493,Boston,39.0475969763451,-118.91567828281704,39.007100562982885,-118.96232649190392,7.41,19.29,Completed,Cash,2023-01-07 17:04:00,2023-01-07 17:26:13.800000000
9666,4435,69816,Chicago,38.36080798113943,-81.63282762444977,38.37201636369426,-81.67459097395826,11.62,17.6,Completed,UPI,2023-01-07 17:05:00,2023-01-07 17:39:51.600000000
9667,5710,90480,San Francisco,37.12970289797721,-98.95312775695234,37.143778441199814,-98.91439881484133,4.84,15.73,Completed,Cash,2023-01-07 17:06:00,2023-01-07 17:20:31.200000000
9668,1561,68420,Chicago,38.84890656250937,-76.28981525749523,38.85246184982467,-76.32006544517645,8.21,14.23,Completed,UPI,2023-01-07 17:07:00,2023-01-07 17:31:37.800000000
9669,5717,85148,San Francisco,40.50657384692862,-81.89240248230223,40.55098551651938,-81.9348675659305,6.23,11.48,Completed,Card,2023-01-07 17:08:00,2023-01-07 17:26:41.400000000
9670,8623,39678,San Francisco,40.52749151814419,-114.48158552164243,40.500042525759895,-114.51435024658586,8.79,15.67,Completed,Cash,2023-01-07 17:09:00,2023-01-07 17:35:22.200000000
9671,8187,75999,New York,39.90689174198042,-96.42356806114358,39.91669997109794,-96.42456855041392,11.51,21.38,Cancelled,UPI,2023-01-07 17:10:00,2023-01-07 17:44:31.800000000
9672,3180,93298,Los Angeles,38.91671623285319,-88.79690879694543,38.906774328824255,-88.80022091017108,7.05,17.19,Completed,Wallet,2023-01-07 17:11:00,2023-01-07 17:32:09.000000000
9673,2960,23484,Chicago,38.383549670604566,-102.55325180018235,38.375780917901444,-102.59872323543398,4.89,9.68,Completed,Card,2023-01-07 17:12:00,2023-01-07 17:26:40.200000000
9674,4879,50275,Chicago,37.1226711697538,-83.17286071972649,37.08087636089642,-83.16298225826698,3.59,9.08,Completed,Cash,2023-01-07 17:13:00,2023-01-07 17:23:46.200000000
9675,6153,81085,Chicago,39.88683863553457,-109.43317537050706,39.87703086004248,-109.38880549021444,10.51,19.74,Completed,Wallet,2023-01-07 17:14:00,2023-01-07 17:45:31.800000000
9676,8035,86162,Los Angeles,40.64433566847113,-113.87447467055969,40.68002687256068,-113.87905037781965,2.01,5.86,Completed,Cash,2023-01-07 17:15:00,2023-01-07 17:21:01.800000000
9677,4270,39328,San Francisco,39.338698864802424,-102.48625641054953,39.290729293497094,-102.45769102687403,3.99,7.55,Completed,Cash,2023-01-07 17:16:00,2023-01-07 17:27:58.200000000
9678,5687,34208,Chicago,40.99369141737199,-92.18195540647697,40.97534511055957,-92.15538006198318,2.11,7.68,Completed,Wallet,2023-01-07 17:17:00,2023-01-07 17:23:19.800000000
9679,1582,88824,Chicago,39.60555289702834,-75.52597590445126,39.650052361622905,-75.49636818694982,11.06,16.91,Completed,Cash,2023-01-07 17:18:00,2023-01-07 17:51:10.800000000
9680,1288,24099,Los Angeles,37.64259931251773,-114.89992430959816,37.63647815810894,-114.91840179949152,8.83,15.14,Completed,Wallet,2023-01-07 17:19:00,2023-01-07 17:45:29.400000000
9681,6664,91422,Boston,39.01767210022695,-91.51292308490042,39.01335884511733,-91.5110877287614,5.3,9.5,Completed,Cash,2023-01-07 17:20:00,2023-01-07 17:35:54.000000000
9682,8979,22088,Los Angeles,39.25722253393734,-113.00026153569858,39.2095306730851,-113.01458549537135,4.55,10.33,Completed,Card,2023-01-07 17:21:00,2023-01-07 17:34:39.000000000
9683,4859,13067,Seattle,40.10667472523113,-109.12742548374521,40.11264675558212,-109.15782808056885,9.04,27.01,Completed,Card,2023-01-07 17:22:00,2023-01-07 17:49:07.200000000
9684,4060,54247,Los Angeles,39.66148557579068,-94.91962334274615,39.6874455974547,-94.91488302336194,8.27,19.4,Completed,Wallet,2023-01-07 17:23:00,2023-01-07 17:47:48.600000000
9685,2183,68643,Boston,37.205848183365624,-102.62502356661656,37.18943830361209,-102.62410991489338,12.94,19.84,Completed,Cash,2023-01-07 17:24:00,2023-01-07 18:02:49.200000000
9686,5335,23390,New York,37.840431108063065,-93.04566543029974,37.831658081923,-92.99905160558421,3.14,10.61,Completed,UPI,2023-01-07 17:25:00,2023-01-07 17:34:25.200000000
9687,2446,53397,Los Angeles,37.231277855506065,-78.31338017729861,37.21488706875261,-78.33605133935441,7.16,14.08,Completed,Cash,2023-01-07 17:26:00,2023-01-07 17:47:28.800000000
9688,7679,91425,Los Angeles,38.787842903965455,-94.51858649374068,38.814381451454395,-94.49251511254815,6.82,15.24,Completed,Card,2023-01-07 17:27:00,2023-01-07 17:47:27.600000000
9689,7213,27616,Seattle,38.63798388720711,-115.69093655065741,38.63777529910303,-115.65314228123152,9.0,18.67,Completed,UPI,2023-01-07 17:28:00,2023-01-07 17:55:00.000000000
9690,2903,70561,Chicago,38.92510354089855,-97.06028112199341,38.90598329830303,-97.02143150018871,4.42,12.62,Completed,Card,2023-01-07 17:29:00,2023-01-07 17:42:15.600000000
9691,8894,99438,San Francisco,40.998211074075414,-105.33462090147444,40.96590898925449,-105.28852212327718,6.84,16.92,Completed,UPI,2023-01-07 17:30:00,2023-01-07 17:50:31.200000000
9692,3377,10539,San Francisco,37.09725114857568,-79.90760644436185,37.13243358321587,-79.91962842919936,12.15,31.8,Completed,Card,2023-01-07 17:31:00,2023-01-07 18:07:27.000000000
9693,1847,49767,Los Angeles,40.85832444031969,-96.42113314982565,40.835023426433025,-96.42969437798482,7.89,16.99,Completed,UPI,2023-01-07 17:32:00,2023-01-07 17:55:40.200000000
9694,8370,52656,San Francisco,40.62014005133942,-112.21195561483938,40.628662772367136,-112.16501457091934,5.39,13.8,Completed,Cash,2023-01-07 17:33:00,2023-01-07 17:49:10.200000000
9695,7341,30978,Chicago,38.259832699857824,-117.9270211717156,38.24242062354409,-117.95545025249197,8.42,24.21,Completed,Card,2023-01-07 17:34:00,2023-01-07 17:59:15.600000000
9696,2239,53997,Los Angeles,40.632718919897194,-86.67059472203081,40.681618433484324,-86.64309215626018,7.43,19.93,Completed,Card,2023-01-07 17:35:00,2023-01-07 17:57:17.400000000
9697,6600,77955,Los Angeles,38.754340308289656,-103.67082057770416,38.740546094286586,-103.6715062149585,7.0,15.8,Completed,Cash,2023-01-07 17:36:00,2023-01-07 17:57:00.000000000
9698,5791,11188,Los Angeles,40.146212572992205,-77.75981756883574,40.13846797220172,-77.7830012987235,2.55,9.56,Completed,Card,2023-01-07 17:37:00,2023-01-07 17:44:39.000000000
9699,3365,49308,Chicago,37.01075225370854,-96.98149138285493,36.98592405408066,-97.01262424403517,10.71,28.33,No-Show,UPI,2023-01-07 17:38:00,2023-01-07 18:10:07.800000000
9700,6055,73759,San Francisco,40.61393720692685,-89.59131742040347,40.63606050955206,-89.58931104280892,7.69,15.51,Completed,UPI,2023-01-07 17:39:00,2023-01-07 18:02:04.200000000
9701,6622,91519,Los Angeles,39.49873887249902,-114.79265964602305,39.47696772991479,-114.75397324506271,8.2,19.01,Cancelled,Wallet,2023-01-07 17:40:00,2023-01-07 18:04:36.000000000
9702,1372,50362,Boston,37.572764298539575,-74.86234415760265,37.617176224271105,-74.87514663953877,12.6,26.3,Completed,Wallet,2023-01-07 17:41:00,2023-01-07 18:18:48.000000000
9703,8783,82776,Los Angeles,40.661417464084465,-86.16119611743359,40.64836745637596,-86.18521835609155,9.51,22.93,Completed,UPI,2023-01-07 17:42:00,2023-01-07 18:10:31.800000000
9704,2949,67393,San Francisco,37.16834654244015,-97.13869737932801,37.12422249928526,-97.12050402483612,3.4,8.02,Completed,Wallet,2023-01-07 17:43:00,2023-01-07 17:53:12.000000000
9705,1244,79230,New York,37.09998071579318,-119.54704723891349,37.057865541234776,-119.5143782812885,3.56,8.06,No-Show,Wallet,2023-01-07 17:44:00,2023-01-07 17:54:40.800000000
9706,8795,54556,New York,40.74302750232137,-81.25022331541317,40.77816637689431,-81.25196923276867,5.61,14.93,Completed,UPI,2023-01-07 17:45:00,2023-01-07 18:01:49.800000000
9707,6772,26454,New York,39.20742023917434,-116.80621756132093,39.25123143360455,-116.7637692110464,3.66,8.56,Completed,Card,2023-01-07 17:46:00,2023-01-07 17:56:58.800000000
9708,1124,51451,Seattle,37.39985466911534,-117.80643812378561,37.43183955281147,-117.79346676715936,9.28,25.03,Completed,Cash,2023-01-07 17:47:00,2023-01-07 18:14:50.400000000
9709,2919,59625,Boston,37.439763150498834,-91.61742568617646,37.39289046634363,-91.60354049959341,4.13,11.41,Completed,Wallet,2023-01-07 17:48:00,2023-01-07 18:00:23.400000000
9710,1530,91698,New York,39.95672958446918,-92.43317083395306,40.001675732668076,-92.45232425405247,6.9,14.04,Completed,Card,2023-01-07 17:49:00,2023-01-07 18:09:42.000000000
9711,8849,22311,Chicago,39.34609507709885,-82.4653541433336,39.37216675529224,-82.5000120235584,4.51,13.41,Cancelled,Cash,2023-01-07 17:50:00,2023-01-07 18:03:31.800000000
9712,7929,41712,Chicago,39.18217680849526,-91.53049517788597,39.14835454205449,-91.49402024572886,6.55,17.8,Completed,Wallet,2023-01-07 17:51:00,2023-01-07 18:10:39.000000000
9713,5349,51428,New York,39.671346900477786,-79.63269228517802,39.62447130175354,-79.64649420076215,6.0,11.02,Completed,Cash,2023-01-07 17:52:00,2023-01-07 18:10:00.000000000
9714,5756,93380,New York,39.78570895180441,-107.82779055904766,39.808324890049306,-107.8515927307447,1.87,7.88,Completed,Cash,2023-01-07 17:53:00,2023-01-07 17:58:36.600000000
9715,2801,96229,San Francisco,38.144404332622386,-105.22928193803949,38.1042946000333,-105.18168624549114,5.06,13.4,Cancelled,UPI,2023-01-07 17:54:00,2023-01-07 18:09:10.800000000
9716,6156,82061,Chicago,40.986045698720794,-100.46216507376724,40.985596988431176,-100.47510408920672,5.33,13.83,Completed,UPI,2023-01-07 17:55:00,2023-01-07 18:10:59.400000000
9717,8856,70844,San Francisco,37.2554366612105,-92.4270048738619,37.2794924051073,-92.39710958562276,4.89,10.44,Completed,Wallet,2023-01-07 17:56:00,2023-01-07 18:10:40.200000000
9718,6461,93359,Seattle,40.12765485546581,-120.01120224346369,40.14906951266863,-120.00941231104954,1.89,9.17,No-Show,UPI,2023-01-07 17:57:00,2023-01-07 18:02:40.200000000
9719,6302,43796,San Francisco,38.04620002667691,-116.78638051521442,38.00587763979994,-116.82865409556022,4.03,14.69,Completed,Wallet,2023-01-07 17:58:00,2023-01-07 18:10:05.400000000
9720,8432,68187,New York,40.54826585395842,-102.97233896677031,40.555471488533406,-102.99454035421752,8.02,20.15,Completed,UPI,2023-01-07 17:59:00,2023-01-07 18:23:03.600000000
9721,7189,24725,San Francisco,37.491578139600804,-100.62380081538963,37.52837492935194,-100.64156731059782,12.52,32.05,Completed,UPI,2023-01-07 18:00:00,2023-01-07 18:37:33.600000000
9722,2142,31510,Seattle,40.959561854752735,-92.15844320579897,40.97038304660499,-92.18859223602247,3.18,11.89,Cancelled,Card,2023-01-07 18:01:00,2023-01-07 18:10:32.400000000
9723,8076,10722,New York,38.887731458063655,-77.92370672918136,38.86838903326953,-77.91791485194962,9.94,20.36,Completed,UPI,2023-01-07 18:02:00,2023-01-07 18:31:49.200000000
9724,8614,58617,New York,38.52309141373029,-120.51145102564593,38.56883936658193,-120.51676800455185,8.25,12.88,Completed,Cash,2023-01-07 18:03:00,2023-01-07 18:27:45.000000000
9725,5840,62552,Los Angeles,37.446074673746544,-114.10453924655796,37.40969803849711,-114.06950069469156,2.79,8.42,Completed,Cash,2023-01-07 18:04:00,2023-01-07 18:12:22.200000000
9726,2629,62463,Chicago,38.37813884001857,-88.85795117605662,38.332655087476894,-88.83097488503375,8.39,22.91,Completed,Wallet,2023-01-07 18:05:00,2023-01-07 18:30:10.200000000
9727,6062,29258,Boston,37.97326479788519,-78.64593909514022,37.93226963081187,-78.65197825745834,8.81,22.73,Completed,UPI,2023-01-07 18:06:00,2023-01-07 18:32:25.800000000
9728,1762,52697,Seattle,40.76685308029922,-121.4701291226421,40.79532349723142,-121.50753718551242,9.37,23.92,Completed,Card,2023-01-07 18:07:00,2023-01-07 18:35:06.600000000
9729,7905,32633,Chicago,39.65357950505464,-117.37008368013514,39.665175643039674,-117.40967309169275,8.23,15.6,Completed,Card,2023-01-07 18:08:00,2023-01-07 18:32:41.400000000
9730,5889,71479,Boston,38.40916816913857,-95.36856660310139,38.36243556700727,-95.40263764315822,5.63,10.84,Completed,Wallet,2023-01-07 18:09:00,2023-01-07 18:25:53.400000000
9731,5839,53584,Los Angeles,37.371584606940296,-97.99731684532043,37.3939564557739,-97.98421423999423,6.05,15.15,Completed,UPI,2023-01-07 18:10:00,2023-01-07 18:28:09.000000000
9732,4957,16690,Los Angeles,38.99266182989314,-85.16604552592659,38.983959460808315,-85.1994235420289,4.51,15.09,Completed,Cash,2023-01-07 18:11:00,2023-01-07 18:24:31.800000000
9733,1557,18151,Chicago,40.0350518084431,-90.877137722648,40.04337879566446,-90.85321414241461,4.8,11.16,Completed,UPI,2023-01-07 18:12:00,2023-01-07 18:26:24.000000000
9734,5621,66598,Los Angeles,40.32216378656595,-83.62191477010221,40.28667923600185,-83.59183313437153,1.43,5.39,Completed,Card,2023-01-07 18:13:00,2023-01-07 18:17:17.400000000
9735,1839,32871,Los Angeles,39.15741770728863,-114.29247218166107,39.13530343000194,-114.27106857459268,3.34,11.92,Completed,UPI,2023-01-07 18:14:00,2023-01-07 18:24:01.200000000
9736,9194,35363,New York,40.97788238563005,-91.23598923817255,41.02333014519484,-91.28446516673182,9.41,26.5,Completed,Cash,2023-01-07 18:15:00,2023-01-07 18:43:13.800000000
9737,9348,34030,Los Angeles,38.80822956481691,-98.37824820119548,38.77016814887879,-98.34392647136019,8.05,21.54,Completed,Wallet,2023-01-07 18:16:00,2023-01-07 18:40:09.000000000
9738,7998,44656,San Francisco,37.327536555326716,-105.97466962528324,37.34950629968288,-105.97606811071776,6.78,10.17,Completed,Wallet,2023-01-07 18:17:00,2023-01-07 18:37:20.400000000
9739,1510,34739,Los Angeles,38.158429891913926,-116.50825804214938,38.14440169205779,-116.4618296886123,4.8,13.73,Completed,UPI,2023-01-07 18:18:00,2023-01-07 18:32:24.000000000
9740,2137,51361,Seattle,39.6282941195403,-90.15506727754263,39.61164066841656,-90.19921056849286,11.85,28.62,Completed,Wallet,2023-01-07 18:19:00,2023-01-07 18:54:33.000000000
9741,6606,28916,Seattle,39.505712283379765,-113.8715690391361,39.50591587315758,-113.86293965563867,6.84,10.74,Completed,UPI,2023-01-07 18:20:00,2023-01-07 18:40:31.200000000
9742,5666,84080,Seattle,38.330060756900814,-74.81135503324037,38.36502730629818,-74.84202828738299,7.44,17.98,Completed,Card,2023-01-07 18:21:00,2023-01-07 18:43:19.200000000
9743,9906,53844,Seattle,40.55152861765606,-106.65475229647362,40.54320725494442,-106.6770955394439,7.8,19.59,Cancelled,Cash,2023-01-07 18:22:00,2023-01-07 18:45:24.000000000
9744,6434,62305,Boston,38.04606977009571,-118.31853266062537,38.019008822569994,-118.35513463155958,8.49,18.26,Completed,Wallet,2023-01-07 18:23:00,2023-01-07 18:48:28.200000000
9745,7446,92184,Chicago,38.116998212202056,-110.83127550311285,38.135831386392056,-110.86809637698296,5.61,11.03,Completed,Wallet,2023-01-07 18:24:00,2023-01-07 18:40:49.800000000
9746,3654,11065,Boston,39.05746174191738,-116.11199165432338,39.03701038495717,-116.11395642263878,1.84,8.89,Completed,Cash,2023-01-07 18:25:00,2023-01-07 18:30:31.200000000
9747,1990,33518,New York,38.74561685061112,-105.01670504755846,38.72453975478971,-105.05338104591776,2.85,7.79,Cancelled,UPI,2023-01-07 18:26:00,2023-01-07 18:34:33.000000000
9748,8820,21646,Los Angeles,38.93864378660951,-80.57415317445837,38.97402331664031,-80.59110968049362,13.46,28.0,Completed,Card,2023-01-07 18:27:00,2023-01-07 19:07:22.800000000
